,Date,Time,Title,Description,Category,Priority,Status,Location,Department,Class,Year,Month,Day/Night,Quarter,Week,Response Time(min),Resolution Time(min),Duration(min),Priority_,Status_,Department_,Location_,Class_
347,2021-12-18,11:55:13,Network Bandwidth Saturation,The network bandwidth is saturated causing slow data transfer and network congestion.,2,Medium,Resolved,Office,IT,Performance,2021,December,day,Fourth,50,15,30,45,2,3,2,1,1
348,2023-03-10,08:35:00,Server Fan Failure,A fan failure has been detected on the server.,9,High,Resolved,Data Center,Infrastructure,Hardware,2023,March,day,First,10,5,25,30,3,3,3,3,4
349,2023-11-02,16:34:54,Load Balancer Misconfiguration,A load balancer is misconfigured resulting in uneven distribution of traffic and potential service disruptions.,3,High,Resolved,Data Center,IT,Infrastructure,2023,November,day,Fourth,44,5,10,15,3,3,2,3,2
350,2022-11-08,16:59:02,Account Compromise,An employee's account is compromised leading to unauthorized access and data manipulation.,12,High,Resolved,Office,IT,Security,2022,November,day,Fourth,45,15,30,45,3,3,2,1,5
351,2023-10-23,09:55:00,Server Overload,The server is under heavy load and experiencing performance issues.,4,High,Open,Data Center,Infrastructure,Performance,2023,October,day,Fourth,43,0,0,0,3,1,3,3,1
352,2021-03-31,15:24:17,Application Configuration Audit,Conducting an audit of application configuration settings to identify and address potential misconfigurations.,17,Medium,Resolved,Office,IT,Configuration,2021,March,day,First,13,15,30,45,2,3,2,1,7
353,2022-10-02,15:45:25,Server Room CCTV System Malfunction,The CCTV system in the server room malfunctions affecting surveillance and security monitoring.,16,Medium,Resolved,Server Room,Infrastructure,Security,2022,October,day,Fourth,39,20,40,60,2,3,3,2,5
354,2022-01-23,11:06:39,Application Data Loss,There is a loss of application data leading to data inconsistency and potential data recovery challenges.,13,High,Resolved,Server Room,Applications,Application,2022,January,day,First,3,20,40,60,3,3,1,2,0
355,2021-05-22,10:43:37,Database Query Optimization,The database queries need optimization to improve query performance and reduce response times.,2,High,Resolved,Server Room,IT,Performance,2021,May,day,Second,20,5,10,15,3,3,2,2,1
356,2023-10-28,12:00:00,Network Configuration Error,Incorrect network configuration causing connectivity issues.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,October,day,Fourth,43,5,15,20,2,3,3,2,3
357,2021-03-25,21:53:33,Application User Permission Error,Users experience permission errors when accessing certain application features or data.,1,Medium,Resolved,Server Room,Applications,Application,2021,March,night,First,12,30,60,90,2,3,1,2,0
358,2022-04-08,23:28:28,Network Port Security Violation,There is a security violation detected on a network port indicating unauthorized access attempts.,10,Medium,Resolved,Office,IT,Security,2022,April,night,Second,14,10,20,30,2,3,2,1,5
359,2021-10-04,09:19:30,Application Database Indexing Issue,The application encounters issues with database indexing impacting query performance and data retrieval.,2,Medium,Resolved,Server Room,Applications,Application,2021,October,day,Fourth,40,10,20,30,2,3,1,2,0
360,2023-06-23,08:30:00,Printer Out of Ink,The printer is out of ink and needs replacement.,9,Low,Open,Office,Infrastructure,Hardware,2023,June,day,Second,25,2,20,10,1,1,3,1,4
361,2021-08-12,15:38:25,Application User Interface Update,The application user interface needs to be updated to enhance usability and user experience.,22,Low,Resolved,Office,Applications,Application,2021,August,day,Third,32,5,10,15,1,3,1,1,0
362,2022-12-16,04:40:32,Localization Problem,The application's localization or language support features have issues causing incorrect translations or text display.,0,Medium,Resolved,Office,IT,Application,2022,December,night,Fourth,50,5,10,15,2,3,2,1,0
363,2022-08-06,15:03:01,Backup Failure,The scheduled backup process fails to complete successfully.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2022,August,day,Third,31,30,90,120,3,3,3,2,2
364,2022-12-09,02:13:58,Application Configuration Documentation,Documenting application configuration settings to ensure accurate reference and facilitate troubleshooting or updates.,17,Medium,Resolved,Office,IT,Configuration,2022,December,night,Fourth,49,10,20,30,2,3,2,1,7
365,2022-12-31,04:08:46,Application User Interface Error,There is an error in the application's user interface causing visual inconsistencies or rendering issues.,1,Medium,Resolved,Server Room,Applications,Application,2022,December,night,Fourth,52,5,10,15,2,3,1,2,0
366,2022-03-17,20:20:29,Email Account Compromise,An employee's email account is compromised leading to unauthorized access and email spoofing.,12,Medium,Resolved,Office,IT,Security,2022,March,night,First,11,15,30,45,2,3,2,1,5
367,2022-06-12,17:51:55,Application Freeze,The application becomes unresponsive and freezes intermittently.,1,Medium,Resolved,Server Room,Applications,Application,2022,June,day,Second,23,20,40,60,2,3,1,2,0
368,2022-01-12,13:11:11,Application Authentication Failure,There is a failure in the application's authentication process preventing users from logging in.,16,Medium,Resolved,Server Room,Applications,Application,2022,January,day,First,2,5,10,15,2,3,1,2,0
369,2023-08-24,12:15:00,Data Corruption,Data integrity issues detected in the database.,11,High,In Progress,Office,IT,Data,2023,August,day,Third,34,0,0,0,3,2,2,1,6
370,2022-07-23,02:22:31,Database Indexing Error,There is an error in the database indexing process impacting query performance and data retrieval.,2,Medium,Resolved,Data Center,IT,Performance,2022,July,night,Third,29,15,30,45,2,3,2,3,1
371,2023-12-09,15:35:00,Network Performance Degradation,Slow network performance affecting user experience.,4,Medium,In Progress,Server Room,Infrastructure,Performance,2023,December,day,Fourth,49,0,0,0,2,2,3,2,1
372,2023-08-09,09:55:00,Application Functionality Issue,The application is not functioning as expected.,0,Medium,Open,Office,Applications,Application,2023,August,day,Third,32,0,0,0,2,1,1,1,0
373,2021-09-05,18:19:41,Network Switch Port Failure,A network switch port fails causing connectivity issues for devices connected to that port.,8,Medium,Resolved,Office,IT,Infrastructure,2021,September,day,Third,35,15,30,45,2,3,2,1,2
374,2022-04-22,00:29:44,Unauthorized Access Attempt,An unknown user attempted to access the sensitive database server.,10,Critical,Resolved,Data Center,IT,Security,2022,April,night,Second,16,5,5,10,4,3,2,3,5
375,2022-05-03,13:50:14,Network Device Firmware Update Required,The network devices require firmware updates to address security vulnerabilities and improve performance.,14,High,Resolved,Office,IT,Configuration,2022,May,day,Second,18,20,40,60,3,3,2,1,7
376,2023-09-30,12:25:00,Software License Expiry,The software license has expired.,3,Low,Resolved,Office,IT,Infrastructure,2023,September,day,Third,39,5,5,10,1,3,2,1,2
377,2020-12-27,05:19:43,Application User Account Creation Error,Users encounter errors when creating new accounts in the application.,1,Medium,Resolved,Server Room,Applications,Application,2020,December,night,Fourth,52,30,60,90,2,3,1,2,0
378,2021-03-25,20:45:48,Network DNS Resolution Issue,There is an issue with DNS resolution causing domain name lookup failures.,5,Medium,Resolved,Office,IT,Network,2021,March,night,First,12,20,40,60,2,3,2,1,3
379,2023-03-28,15:28:49,Application API Error,There is an error in the application's API causing issues with data exchange and integration.,1,Medium,Resolved,Server Room,Applications,Application,2023,March,day,First,13,20,40,60,2,3,1,2,0
380,2022-08-06,14:20:56,Network Switch Configuration,Configuring network switches to optimize network performance and ensure proper VLAN segmentation.,6,Medium,Resolved,Data Center,IT,Network,2022,August,day,Third,31,5,10,15,2,3,2,3,3
381,2021-02-07,20:10:37,Server Room Access Control System Failure,The server room access control system malfunctions causing issues with access restrictions.,8,Medium,Resolved,Server Room,Infrastructure,Infrastructure,2021,February,night,First,5,20,40,60,2,3,3,2,2
382,2023-02-24,04:21:03,High Memory Usage,A system or server experiences high memory usage impacting overall system performance.,4,High,Resolved,Data Center,IT,Performance,2023,February,night,First,8,30,60,90,3,3,2,3,1
383,2023-06-16,14:30:00,Server Fan Error,An error has been detected with the server fan.,9,High,Open,Data Center,IT,Hardware,2023,June,day,Second,24,10,120,60,3,1,2,3,4
384,2020-09-12,23:52:03,Network DHCP Server Misconfiguration,The DHCP server is misconfigured causing incorrect IP address assignments and network issues.,14,Medium,Resolved,Office,IT,Configuration,2020,September,night,Third,37,5,10,15,2,3,2,1,7
385,2021-04-07,14:08:25,Application Configuration Error,There is an error in the application's configuration resulting in incorrect settings and functionality issues.,14,Medium,Resolved,Server Room,Applications,Configuration,2021,April,day,Second,14,20,40,60,2,3,1,2,7
386,2021-09-29,00:22:23,Application Data Loss,The application experiences data loss resulting in missing or corrupted data.,13,Critical,Resolved,Office,Applications,Data,2021,September,night,Third,39,15,30,45,4,3,1,1,6
387,2021-09-03,11:29:09,Network Link Failure,A network link fails resulting in loss of connectivity between network devices.,8,High,Resolved,Office,IT,Infrastructure,2021,September,day,Third,35,10,20,30,3,3,2,1,2
388,2021-01-19,03:05:45,Application Bottleneck Identification,Identifying and resolving performance bottlenecks in an application to improve overall performance.,4,Medium,Resolved,Office,IT,Performance,2021,January,night,First,3,20,40,60,2,3,2,1,1
389,2022-06-06,12:22:38,Network Device Failure,A network device has failed resulting in a complete loss of network connectivity.,6,Critical,Resolved,Data Center,IT,Network,2022,June,day,Second,23,20,40,60,4,3,2,3,3
390,2020-12-21,04:21:02,Internet Connectivity Issue,The internet connection experiences disruptions or becomes unavailable.,3,High,Resolved,Office,IT,Infrastructure,2020,December,night,Fourth,52,10,20,30,3,3,2,1,2
391,2021-07-29,08:11:13,Server Room Cooling Failure,The cooling system in the server room malfunctions leading to elevated temperatures.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,July,day,Third,30,30,45,75,3,3,3,2,2
392,2021-01-07,17:05:02,Database Backup Corruption,The database backup files are corrupted rendering them unusable for recovery purposes.,13,High,Resolved,Data Center,IT,Data,2021,January,day,First,1,5,10,15,3,3,2,3,6
393,2023-06-02,17:36:17,Application Service Outage,The application service experiences a complete outage rendering it inaccessible to users.,1,High,Resolved,Server Room,Applications,Application,2023,June,day,Second,22,30,60,90,3,3,1,2,0
394,2022-07-20,16:25:55,Server Room Security Breach,A security breach is detected in the server room requiring investigation and remediation.,10,Critical,Resolved,Server Room,Infrastructure,Security,2022,July,day,Third,29,10,20,30,4,3,3,2,5
395,2022-07-03,07:46:18,Server Performance Degradation,The server hosting the application is experiencing slow response times and occasional timeouts.,1,High,Resolved,Data Center,IT,Application,2022,July,day,Third,26,30,90,120,3,3,2,3,0
396,2023-04-07,09:15:00,Printer Alignment Issue,The printer is not printing documents in proper alignment.,9,Medium,Open,Office,Infrastructure,Hardware,2023,April,day,Second,14,5,40,20,2,1,3,1,4
397,2023-02-07,09:40:00,Network Configuration Error,Incorrect network configuration causing connectivity issues.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,February,day,First,6,5,15,20,2,3,3,2,3
398,2022-03-08,17:44:54,Application Plugin Conflict,There is a conflict between application plugins causing errors and functionality issues.,1,Medium,Resolved,Server Room,Applications,Application,2022,March,day,First,10,15,30,45,2,3,1,2,0
399,2023-09-27,08:10:00,Network Configuration Error,Incorrect network configuration causing connectivity issues.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,September,day,Third,39,5,15,20,2,3,3,2,3
400,2023-08-08,14:30:00,Data Center Cooling Failure,The cooling system in the data center has failed.,3,Critical,Resolved,Data Center,Infrastructure,Infrastructure,2023,August,day,Third,32,15,105,120,4,3,3,3,2
401,2020-12-19,02:50:16,Server Room Humidity Alert,The humidity level in the server room exceeds the threshold requiring immediate action.,8,Medium,Resolved,Server Room,Infrastructure,Infrastructure,2020,December,night,Fourth,51,15,30,45,2,3,3,2,2
402,2022-10-30,00:38:00,Network Performance Monitoring,Monitoring and analyzing network performance to identify and resolve performance issues.,4,Medium,Resolved,Data Center,IT,Performance,2022,October,night,Fourth,43,5,10,15,2,3,2,3,1
403,2022-11-23,05:03:44,Network Latency,A network experiences high latency causing delays in data transmission or application response times.,4,High,Resolved,Data Center,IT,Performance,2022,November,night,Fourth,47,15,30,45,3,3,2,3,1
404,2021-10-28,03:55:46,Server Room HVAC Failure,The HVAC system in the server room fails leading to increased temperature and potential equipment damage.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,October,night,Fourth,43,15,30,45,3,3,3,2,2
405,2023-01-18,01:30:40,Storage Capacity Shortage,Storage capacity reaches its limit causing issues with data storage and potentially impacting application performance.,4,High,Resolved,Data Center,IT,Performance,2023,January,night,First,3,5,10,15,3,3,2,3,1
406,2020-12-26,06:58:20,Data Exfiltration,Unauthorized data exfiltration is detected indicating a potential data breach or insider threat.,11,Critical,Resolved,Office,IT,Data,2020,December,day,Fourth,52,10,20,30,4,3,2,1,6
407,2023-06-28,10:10:00,Data Integrity Check Failed,Data integrity check failed on the database.,11,High,Resolved,Office,IT,Data,2023,June,day,Second,26,5,25,30,3,3,2,1,6
408,2023-08-22,13:20:00,Network Congestion,High network traffic causing delays and packet loss.,6,Low,Resolved,Server Room,Infrastructure,Network,2023,August,day,Third,34,0,0,0,1,3,3,2,3
